status,algorithm,run_label,instance,dataset,seed,final_score,elapsed_s
ok,SA,baseline_milp,input/real_world/B95k_L2k_D28.txt,real_world,1,1274055,
ok,MILP2,baseline_milp,input/real_world/B95k_L2k_D28.txt,real_world,1,1269626,
ok,Greedy+MILP,baseline_milp,input/real_world/B96_L6_D14.txt,real_world,1,3257,
ok,Greedy,baseline_milp,input/real_world/B96_L6_D14.txt,real_world,1,3257,
ok,MILP1,baseline_milp,input/real_world/B96_L6_D14.txt,real_world,1,4394,
ok,SAT,baseline_milp,input/real_world/B96_L6_D14.txt,real_world,1,4394,
ok,SA,baseline_milp,input/real_world/B96_L6_D14.txt,real_world,1,4394,
ok,MILP2,baseline_milp,input/real_world/B96_L6_D14.txt,real_world,1,3257,
ok,Greedy+MILP,baseline_milp,input/real_world/B98_L4_D15.txt,real_world,1,3552,
ok,Greedy,baseline_milp,input/real_world/B98_L4_D15.txt,real_world,1,3552,
ok,MILP1,baseline_milp,input/real_world/B98_L4_D15.txt,real_world,1,3552,
ok,SAT,baseline_milp,input/real_world/B98_L4_D15.txt,real_world,1,3552,
ok,SA,baseline_milp,input/real_world/B98_L4_D15.txt,real_world,1,3552,
ok,MILP2,baseline_milp,input/real_world/B98_L4_D15.txt,real_world,1,3400,
ok,Greedy+MILP,baseline_milp,input/real_world/B99_L7_D16.txt,real_world,1,4438,
ok,Greedy,baseline_milp,input/real_world/B99_L7_D16.txt,real_world,1,4438,
ok,MILP1,baseline_milp,input/real_world/B99_L7_D16.txt,real_world,1,4362,
ok,SAT,baseline_milp,input/real_world/B99_L7_D16.txt,real_world,1,4438,
ok,SA,baseline_milp,input/real_world/B99_L7_D16.txt,real_world,1,4438,
ok,MILP2,baseline_milp,input/real_world/B99_L7_D16.txt,real_world,1,4438,
ok,Greedy+MILP,baseline_milp,input/real_world/B9k_L40_D80.txt,real_world,1,1955107,
ok,Greedy,baseline_milp,input/real_world/B9k_L40_D80.txt,real_world,1,1955107,
ok,MILP1,baseline_milp,input/real_world/B9k_L40_D80.txt,real_world,1,3476231,
ok,SAT,baseline_milp,input/real_world/B9k_L40_D80.txt,real_world,1,2559559,
ok,SA,baseline_milp,input/real_world/B9k_L40_D80.txt,real_world,1,2955207,
ok,MILP2,baseline_milp,input/real_world/B9k_L40_D80.txt,real_world,1,2903545,
ok,Greedy+MILP,baseline_milp,input/google_hashcode/b_read_on.txt,google_hashcode,1,5822900,
ok,Greedy,baseline_milp,input/google_hashcode/b_read_on.txt,google_hashcode,1,5822900,
ok,MILP1,baseline_milp,input/google_hashcode/b_read_on.txt,google_hashcode,1,4563300,
ok,SAT,baseline_milp,input/google_hashcode/b_read_on.txt,google_hashcode,1,5822900,
ok,SA,baseline_milp,input/google_hashcode/b_read_on.txt,google_hashcode,1,199700,
ok,MILP2,baseline_milp,input/google_hashcode/b_read_on.txt,google_hashcode,1,5822900,
ok,Greedy+MILP,baseline_milp,input/google_hashcode/c_incunabula.txt,google_hashcode,1,5467966,
ok,Greedy,baseline_milp,input/google_hashcode/c_incunabula.txt,google_hashcode,1,5467966,
ok,MILP1,baseline_milp,input/google_hashcode/c_incunabula.txt,google_hashcode,1,5690888,
ok,SAT,baseline_milp,input/google_hashcode/c_incunabula.txt,google_hashcode,1,5436542,
ok,SA,baseline_milp,input/google_hashcode/c_incunabula.txt,google_hashcode,1,5388615,
ok,MILP2,baseline_milp,input/google_hashcode/c_incunabula.txt,google_hashcode,1,3943983,
ok,Greedy+MILP,baseline_milp,input/google_hashcode/d_tough_choices.txt,google_hashcode,1,4109300,
ok,Greedy,baseline_milp,input/google_hashcode/d_tough_choices.txt,google_hashcode,1,4109300,
invalid_zero,MILP1,baseline_milp,input/google_hashcode/d_tough_choices.txt,google_hashcode,1,0,
ok,SAT,baseline_milp,input/google_hashcode/d_tough_choices.txt,google_hashcode,1,5109000,
ok,SA,baseline_milp,input/google_hashcode/d_tough_choices.txt,google_hashcode,1,4811105,
ok,MILP2,baseline_milp,input/google_hashcode/d_tough_choices.txt,google_hashcode,1,4811170,
ok,Greedy+MILP,baseline_milp,input/google_hashcode/e_so_many_books.txt,google_hashcode,1,4395880,
ok,Greedy,baseline_milp,input/google_hashcode/e_so_many_books.txt,google_hashcode,1,4395880,
invalid_zero,MILP1,baseline_milp,input/google_hashcode/e_so_many_books.txt,google_hashcode,1,0,
ok,SAT,baseline_milp,input/google_hashcode/e_so_many_books.txt,google_hashcode,1,5119283,
ok,SA,baseline_milp,input/google_hashcode/e_so_many_books.txt,google_hashcode,1,5240723,
ok,MILP2,baseline_milp,input/google_hashcode/e_so_many_books.txt,google_hashcode,1,5165502,
ok,Greedy+MILP,baseline_milp,input/google_hashcode/f_libraries_of_the_world.txt,google_hashcode,1,2692713,
ok,Greedy,baseline_milp,input/google_hashcode/f_libraries_of_the_world.txt,google_hashcode,1,2692713,
invalid_zero,MILP1,baseline_milp,input/google_hashcode/f_libraries_of_the_world.txt,google_hashcode,1,0,
ok,SAT,baseline_milp,input/google_hashcode/f_libraries_of_the_world.txt,google_hashcode,1,4790783,
ok,SA,baseline_milp,input/google_hashcode/f_libraries_of_the_world.txt,google_hashcode,1,4895326,
ok,MILP2,baseline_milp,input/google_hashcode/f_libraries_of_the_world.txt,google_hashcode,1,5348248,
ok,Greedy+MILP,baseline_milp,input/synthetic/synthetic_1.txt,synthetic,1,267587,
ok,Greedy,baseline_milp,input/synthetic/synthetic_1.txt,synthetic,1,267587,
ok,MILP1,baseline_milp,input/synthetic/synthetic_1.txt,synthetic,1,267587,
ok,SAT,baseline_milp,input/synthetic/synthetic_1.txt,synthetic,1,267587,
ok,SA,baseline_milp,input/synthetic/synthetic_1.txt,synthetic,1,267587,
ok,MILP2,baseline_milp,input/synthetic/synthetic_1.txt,synthetic,1,267587,
ok,Greedy+MILP,baseline_milp,input/synthetic/synthetic_10.txt,synthetic,1,16142,
ok,Greedy,baseline_milp,input/synthetic/synthetic_10.txt,synthetic,1,16142,
ok,MILP1,baseline_milp,input/synthetic/synthetic_10.txt,synthetic,1,17463,
